Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Cell_Line,Developmental_Stage,Replicate,Source_File,CMO_Assignment_Method
P2RX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
P2RY12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PACS1,1.64,0.0203,1.2392,72.3503,45.52,0.318,0.6986,71.523,77.54,0.4683,0.6039,72.7577,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PACS2,0.8,0.0057,0.7201,18.4232,24.28,0.0958,0.3944,18.1901,42.22,0.1383,0.3275,18.3087,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PARN,0.83,0.006,0.7232,21.4272,25.39,0.1041,0.4102,21.2563,44.94,0.1619,0.3602,21.7537,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PCGF2,0.98,0.0076,0.7706,26.3903,29.79,0.1303,0.4375,26.2207,52.28,0.1944,0.3718,26.7352,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PCSK9,0.02,0.0001,0.5727,0.4862,0.64,0.0014,0.2206,0.4765,1.18,0.0026,0.2206,0.5014,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PDGFRA,1.43,0.0162,1.1352,66.4511,40.68,0.2796,0.6873,66.5663,69.64,0.4277,0.6141,67.5659,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PDX1,0.03,0.0003,0.933,1.1682,0.91,0.0043,0.4759,1.1527,1.6,0.0063,0.3965,1.1888,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PFN1,4.24,0.1358,3.2016,1098.562,69.04,1.6971,2.458,1121.5287,97.73,2.4249,2.4812,1165.5388,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PIEZO1,0.76,0.0054,0.719,18.1329,23.03,0.0945,0.4102,17.9442,39.22,0.1297,0.3306,17.7022,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PIK3CA,1.13,0.0094,0.8313,36.7593,34.01,0.1689,0.4966,36.7797,59.18,0.2591,0.4379,37.3776,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PIK3CD,0.04,0.0003,0.7049,0.6966,1.23,0.0032,0.2632,0.6532,2.19,0.0053,0.2402,0.6631,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PIK3R1,1.16,0.0103,0.8935,42.6149,34.64,0.1861,0.5373,42.8585,60.41,0.2912,0.4819,43.7339,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PIK3R2,0.81,0.0055,0.6767,20.0921,24.95,0.0976,0.3913,20.0267,43.82,0.1491,0.3402,20.2981,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PLAU,0.16,0.0011,0.6973,4.731,4.89,0.0209,0.4283,4.7723,8.75,0.0346,0.396,4.9249,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PLCB4,0.76,0.0057,0.7469,19.3302,23.11,0.0984,0.4256,19.1123,40.15,0.1436,0.3578,19.3115,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PLIN1,0.0,0.0,0.4535,0.0363,0.08,0.0003,0.4535,0.0384,0.14,0.0006,0.4535,0.0404,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PLN,3.72,0.1048,2.8133,357.2237,58.83,0.994,1.6896,340.6161,82.23,1.2135,1.4759,341.5092,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
POFUT1,0.57,0.0039,0.6779,12.2773,17.44,0.0594,0.3409,12.0038,30.92,0.091,0.2943,12.2435,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
POLD1,0.57,0.0034,0.6057,12.4514,17.69,0.0612,0.3457,12.4648,31.15,0.0924,0.2968,12.5832,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
POLE,0.57,0.0036,0.6271,13.4528,17.68,0.0667,0.3771,13.4869,30.05,0.0895,0.2979,13.2382,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
POLR1B,0.52,0.0027,0.5109,11.3195,16.65,0.0531,0.319,11.4428,29.91,0.0855,0.2857,11.7907,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
POLR3B,0.53,0.0029,0.5512,11.2759,16.65,0.057,0.3421,11.3582,29.58,0.0889,0.3007,11.5966,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
POU3F3,0.0,0.0,0.1187,0.0073,0.02,0.0,0.1187,0.0077,0.03,0.0,0.1187,0.0081,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPARG,0.06,0.0004,0.592,1.2118,1.85,0.0059,0.3187,1.2065,3.34,0.0091,0.2733,1.2454,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPM1D,0.5,0.0025,0.5056,11.2324,15.87,0.0503,0.3172,11.4043,28.65,0.0856,0.2987,11.7907,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPOX,0.41,0.0024,0.5898,7.7567,12.7,0.0389,0.3062,7.6388,22.65,0.0612,0.27,7.7958,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPP1CB,2.16,0.0381,1.7654,145.3318,52.87,0.5416,1.0245,143.4841,87.47,0.8002,0.9149,146.9953,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPP1R12A,2.27,0.0439,1.9313,223.5451,55.77,0.7134,1.2793,225.5737,89.68,1.0576,1.1793,230.2013,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPP2CA,1.83,0.0253,1.3869,108.9572,49.58,0.4202,0.8476,109.0789,84.66,0.65,0.7677,112.3673,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPP2R1A,1.94,0.0299,1.5386,121.249,50.56,0.4589,0.9075,120.5909,85.59,0.6946,0.8115,123.7374,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PPP2R5D,0.81,0.0053,0.6581,20.288,25.16,0.0994,0.3952,20.3572,44.44,0.1496,0.3366,20.7914,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRDM16,0.26,0.0022,0.8497,5.4203,7.68,0.0298,0.3883,5.1258,12.76,0.0382,0.2997,4.9007,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRKAG2,1.8,0.0289,1.6006,150.3676,48.3,0.505,1.0456,152.6675,80.6,0.7754,0.962,156.2953,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRKG1,0.53,0.0039,0.7389,14.6282,16.13,0.0719,0.4457,14.6473,28.54,0.1116,0.3911,15.0254,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PROC,0.03,0.0002,0.7203,0.7764,1.0,0.0036,0.3593,0.7531,1.79,0.005,0.2795,0.7763,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PROK2,0.0,0.0,0.1437,0.0073,0.02,0.0,0.1437,0.0077,0.03,0.0,0.1437,0.0081,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PROKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PROM1,0.25,0.0023,0.8979,9.1209,7.34,0.0341,0.4637,9.0681,12.76,0.0506,0.3964,9.211,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PROS1,0.69,0.0055,0.803,17.5089,20.5,0.0896,0.437,17.1449,35.72,0.1287,0.3604,17.2979,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRPF3,0.92,0.0061,0.656,25.4543,28.92,0.1208,0.4176,25.8058,50.57,0.1855,0.3669,26.2824,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRPF31,1.48,0.0154,1.0363,62.1918,43.6,0.2742,0.629,62.5394,76.06,0.426,0.5601,64.3474,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRPF4,1.15,0.0089,0.7783,41.9981,35.45,0.1824,0.5146,42.8047,62.77,0.2901,0.4622,44.1463,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRPF8,1.71,0.0211,1.239,101.7809,48.57,0.3889,0.8007,103.1769,83.57,0.6167,0.738,105.7927,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRPH2,0.09,0.0004,0.4289,1.5746,2.85,0.0077,0.2698,1.5908,5.19,0.0133,0.257,1.6497,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PRSS1,0.09,0.0014,1.5569,8.8379,2.37,0.0202,0.8514,8.9913,4.18,0.0333,0.798,9.397,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
PSMD12,1.76,0.0245,1.393,136.8568,50.08,0.4749,0.9483,140.0797,86.74,0.7751,0.8936,145.3375,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RAB7A,1.64,0.0195,1.1863,81.0503,46.42,0.3325,0.7164,81.2213,80.91,0.527,0.6514,83.8368,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RAC1,2.5,0.0551,2.2023,281.8331,57.01,0.8109,1.4224,283.8711,92.43,1.2215,1.3215,293.6834,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RAC2,0.12,0.0007,0.5784,2.2929,3.7,0.0126,0.3394,2.267,6.59,0.0177,0.2681,2.3128,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RAF1,1.31,0.0115,0.8805,45.0167,39.2,0.2036,0.5193,45.1409,67.9,0.3151,0.4641,45.788,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RALA,1.52,0.0158,1.0431,80.2522,45.36,0.3123,0.6886,81.9898,79.87,0.5115,0.6404,84.9932,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RANBP2,1.73,0.0221,1.2822,106.6715,48.76,0.4003,0.8211,107.9954,82.95,0.6238,0.752,110.5558,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RARB,0.58,0.0038,0.6442,13.9825,18.12,0.0693,0.3825,14.0095,32.04,0.1097,0.3424,14.2895,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RBFOX2,2.13,0.0363,1.7026,150.0048,53.81,0.5628,1.046,149.4091,88.06,0.8316,0.9443,152.2437,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RBM20,1.39,0.017,1.2245,56.5393,38.6,0.2704,0.7005,55.6307,62.6,0.3557,0.5682,54.3034,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RDH12,0.01,0.0,0.6603,0.1161,0.23,0.0011,0.4719,0.1153,0.39,0.0012,0.2999,0.1132,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RELA,0.75,0.0053,0.7089,17.7846,22.87,0.0868,0.3794,17.4984,40.65,0.1337,0.3288,17.9286,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
REN,0.01,0.0002,1.0232,0.5224,0.42,0.0026,0.6043,0.5149,0.76,0.0039,0.521,0.5337,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RERE,1.93,0.0285,1.4775,131.7703,52.47,0.5016,0.9558,132.9097,86.4,0.7444,0.8616,134.2666,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RFX3,0.52,0.0032,0.6122,11.2251,16.12,0.0578,0.3586,11.2045,28.46,0.0876,0.3079,11.3783,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RFX6,0.03,0.0002,0.7712,1.6979,0.97,0.0044,0.4568,1.7368,1.68,0.0067,0.4011,1.7872,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RFX7,0.62,0.0035,0.5587,14.055,19.5,0.0666,0.3418,14.1939,34.68,0.107,0.3084,14.4917,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RHBDF2,0.09,0.0006,0.618,1.6399,2.88,0.0082,0.2832,1.5754,5.21,0.0128,0.2449,1.6255,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RHO,0.0,0.0,0.0575,0.0073,0.02,0.0,0.0575,0.0077,0.03,0.0,0.0575,0.0081,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RHOBTB2,0.66,0.0047,0.721,13.8446,19.91,0.0758,0.3808,13.51,34.59,0.1066,0.3081,13.4647,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RIT1,1.2,0.0101,0.8456,39.0522,36.07,0.1816,0.5034,39.1159,63.95,0.2895,0.4527,40.2808,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RNF43,0.28,0.0014,0.4937,5.725,8.92,0.0304,0.3406,5.8405,15.67,0.047,0.3001,5.8792,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RP1,0.01,0.0001,0.831,0.1161,0.18,0.0004,0.1967,0.0999,0.34,0.0007,0.1967,0.1051,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RPE65,0.0,0.0,0.1675,0.029,0.06,0.0001,0.1675,0.0307,0.11,0.0002,0.1675,0.0323,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RPL5,7.57,0.2806,3.7061,1843.2236,82.94,2.3834,2.8735,1834.046,99.41,2.9454,2.9629,1887.0427,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RPS10,2.1,0.0386,1.8352,171.519,52.5,0.5802,1.105,172.0948,88.95,0.9084,1.0212,178.2916,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RRAS2,1.07,0.0079,0.7386,34.7058,33.29,0.1604,0.4817,35.2428,59.52,0.2584,0.4341,36.4557,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RYR1,0.0,0.0,0.5613,0.0653,0.12,0.0002,0.2035,0.0615,0.22,0.0005,0.2035,0.0647,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
RYR2,1.92,0.0356,1.8535,121.8585,45.22,0.4867,1.0763,118.7619,70.0,0.6335,0.905,116.4593,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SAMD9,0.01,0.0,0.3926,0.254,0.39,0.0015,0.3926,0.269,0.73,0.0029,0.3926,0.283,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SAMD9L,0.0,0.0,0.1432,0.0218,0.05,0.0001,0.1432,0.0231,0.08,0.0001,0.1432,0.0243,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SATB1,0.62,0.0046,0.7498,14.0332,18.65,0.0728,0.3904,13.7175,32.24,0.1059,0.3286,13.7315,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SCAF4,0.83,0.0049,0.5851,21.3474,26.34,0.0992,0.3767,21.7251,46.96,0.1611,0.343,22.3198,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SCN11A,0.03,0.0003,0.9475,0.5152,0.8,0.0025,0.3161,0.4457,1.35,0.0035,0.2617,0.4286,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SCN1B,0.12,0.0007,0.6075,2.1188,3.64,0.0114,0.3142,2.0672,6.48,0.0165,0.2552,2.1026,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SCN3A,0.01,0.0001,1.1908,0.1088,0.15,0.0005,0.3176,0.0845,0.28,0.0009,0.3176,0.089,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SCN8A,0.09,0.0004,0.4082,1.6616,3.08,0.0099,0.3203,1.7137,5.3,0.0134,0.2527,1.6821,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SCNN1G,0.0,0.0,0.2066,0.058,0.11,0.0002,0.2066,0.0615,0.2,0.0004,0.2066,0.0647,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SDHA,1.73,0.0234,1.3499,76.6749,46.08,0.3348,0.7265,74.8352,77.1,0.4814,0.6244,75.5558,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEC61A1,1.47,0.0154,1.0487,65.37,43.02,0.2732,0.635,65.8208,74.82,0.4244,0.5673,67.6872,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEC63,1.71,0.022,1.2882,103.6675,47.98,0.3899,0.8126,104.8523,81.97,0.6073,0.7408,107.6526,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEMA6B,0.28,0.0023,0.814,5.13,8.06,0.0286,0.3553,4.7492,13.99,0.0399,0.2849,4.7227,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEPTIN9,1.74,0.0233,1.3367,91.2596,47.25,0.3626,0.7673,90.6814,80.63,0.5544,0.6876,93.1609,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPINC1,0.0,0.0,2.1448,0.029,0.05,0.0001,0.2516,0.0231,0.08,0.0002,0.2516,0.0243,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPIND1,0.01,0.0001,0.8101,0.254,0.36,0.0013,0.3561,0.2382,0.64,0.0015,0.2392,0.2426,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPING1,0.59,0.0048,0.8205,14.7298,17.44,0.074,0.4242,14.3937,30.67,0.1084,0.3534,14.6777,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPINI1,0.21,0.0028,1.3018,5.2461,5.39,0.0274,0.5079,4.6186,8.94,0.0318,0.3552,4.375,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SETX,1.62,0.0192,1.186,88.5386,46.48,0.3488,0.7504,89.5671,79.34,0.5429,0.6843,91.212,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SFTPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SFTPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SFTPC,0.0,0.0,0.739,0.0073,0.02,0.0001,0.739,0.0077,0.03,0.0002,0.739,0.0081,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SHANK1,0.01,0.0,0.4424,0.0871,0.17,0.0003,0.2002,0.0845,0.31,0.0006,0.2002,0.089,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SHOC2,1.41,0.0138,0.9725,54.9575,41.61,0.2407,0.5786,55.0928,73.09,0.3872,0.5298,56.7214,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SIX1,0.05,0.0003,0.4946,1.0594,1.68,0.0049,0.29,1.0605,3.06,0.0082,0.2686,1.0998,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SKI,0.84,0.0053,0.6349,21.3111,25.99,0.1013,0.3899,21.4561,45.95,0.1601,0.3485,21.9478,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC17A8,0.01,0.0001,0.623,0.3628,0.46,0.0016,0.3415,0.3612,0.81,0.0027,0.333,0.372,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC1A2,0.01,0.0001,0.8241,0.1234,0.21,0.0005,0.2173,0.1076,0.36,0.0006,0.1741,0.1051,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC1A3,1.47,0.0179,1.2158,83.7351,42.34,0.3343,0.7897,84.7794,70.82,0.4958,0.7002,85.2358,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC30A2,0.03,0.0002,0.5309,0.5515,1.03,0.0033,0.3178,0.5456,1.74,0.0042,0.2402,0.5256,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
